"Date","Price","Open","High","Low","Change %"
"01/22/2016","134.00","138.45","138.45","134.00","-3.17%"
"01/21/2016","138.39","141.41","141.41","138.39","-2.11%"
"01/20/2016","141.37","135.74","141.37","135.74","4.16%"
"01/19/2016","135.73","136.47","136.47","135.73","-0.54%"
"01/18/2016","136.47","135.24","136.47","135.24","0.92%"
"01/15/2016","135.22","129.06","135.22","129.06","4.78%"
"01/14/2016","129.05","127.29","129.05","127.29","1.41%"
"01/13/2016","127.26","127.78","127.78","127.26","-0.41%"
"01/12/2016","127.79","128.77","128.77","127.79","-0.77%"
"01/11/2016","128.78","128.77","128.78","128.77","0.02%"
"01/08/2016","128.75","128.77","128.77","128.75","-0.04%"
"01/07/2016","128.80","124.27","128.80","124.27","1.61%"
"01/06/2016","126.76","124.27","126.76","124.27","0.98%"
"01/05/2016","125.53","123.31","125.53","123.31","-1.54%"
"01/04/2016","127.49","123.31","127.49","123.31","3.39%"
"01/01/2016","123.31","123.31","123.31","123.31","-0.76%"
"12/31/2015","124.26","124.26","124.26","124.26","-0.01%"
"12/30/2015","124.27","124.24","124.27","124.24","-0.02%"
"12/29/2015","124.29","124.24","124.29","124.24","0.05%"
"12/28/2015","124.23","124.27","124.27","124.23","-0.02%"
"12/25/2015","124.26","124.27","124.27","124.26","0.00%"
"12/24/2015","124.26","124.26","124.26","124.26","-0.02%"
"12/23/2015","124.29","126.27","126.27","124.29","-1.60%"
"12/22/2015","126.31","125.51","126.31","125.51","-0.36%"
"12/21/2015","126.77","125.51","126.77","125.51","1.03%"
"12/18/2015","125.48","124.26","125.48","124.26","1.00%"
"12/17/2015","124.24","125.27","125.27","124.24","-0.84%"
"12/16/2015","125.29","127.28","127.28","125.29","-1.60%"
"12/15/2015","127.33","129.01","129.01","127.33","-1.33%"
"12/14/2015","129.04","126.52","129.04","126.52","2.02%"
"12/11/2015","126.49","120.75","126.49","120.75","4.75%"
"12/10/2015","120.75","121.52","121.52","120.75","-0.63%"
"12/09/2015","121.52","117.01","121.52","117.01","1.69%"
"12/08/2015","119.50","117.01","119.50","117.01","3.50%"
"12/07/2015","115.46","117.01","117.01","115.46","-1.34%"
"12/04/2015","117.03","115.76","117.03","115.76","1.04%"
"12/03/2015","115.83","114.22","115.83","114.22","1.41%"
"12/02/2015","114.22","117.48","117.48","114.22","-2.77%"
"12/01/2015","117.48","118.24","118.24","117.48","-0.65%"
"11/30/2015","118.25","118.57","118.57","118.25","-0.25%"
"11/27/2015","118.55","118.56","118.56","118.55","-0.02%"
"11/26/2015","118.57","118.81","118.81","118.57","-0.19%"
"11/25/2015","118.80","118.81","118.81","118.80","-0.01%"
"11/24/2015","118.81","115.82","118.81","115.82","2.57%"
"11/23/2015","115.83","115.82","115.83","115.82","0.03%"
"11/20/2015","115.80","115.82","115.82","115.80","0.00%"
"11/19/2015","115.80","116.56","116.56","115.80","-0.66%"
"11/18/2015","116.57","117.07","117.07","116.57","-0.42%"
"11/17/2015","117.06","120.31","120.31","117.06","-2.70%"
"11/16/2015","120.31","116.56","120.31","116.56","0.86%"
"11/13/2015","119.29","116.56","119.29","116.56","1.46%"
"11/12/2015","117.57","113.56","117.57","113.56","3.53%"
"11/11/2015","113.56","111.56","113.56","111.56","3.39%"
"11/10/2015","109.84","111.56","111.56","109.84","-1.54%"
"11/09/2015","111.56","109.81","111.56","109.81","1.57%"
"11/06/2015","109.84","109.81","109.84","109.81","0.02%"
"11/05/2015","109.82","109.82","109.82","109.82","0.01%"
"11/04/2015","109.81","108.06","109.81","108.06","3.01%"
"11/03/2015","106.60","108.06","108.06","106.60","-1.36%"
"11/02/2015","108.07","105.81","108.07","105.81","2.14%"
"10/30/2015","105.81","105.58","105.81","105.58","0.20%"
"10/29/2015","105.60","105.58","105.60","105.58","0.02%"
"10/28/2015","105.58","107.08","107.08","105.58","-1.38%"
"10/27/2015","107.06","103.09","107.06","103.09","3.86%"
"10/26/2015","103.08","103.84","103.84","103.08","-0.73%"
"10/23/2015","103.84","104.91","104.91","103.84","-1.01%"
"10/22/2015","104.90","100.79","104.90","100.79","4.08%"
"10/21/2015","100.79","100.08","100.79","100.08","0.71%"
"10/20/2015","100.08","102.71","102.71","100.08","-1.19%"
"10/19/2015","101.29","103.46","103.46","101.29","-2.10%"
"10/16/2015","103.46","104.67","104.67","103.46","-1.15%"
"10/15/2015","104.66","105.62","105.62","104.66","-0.90%"
"10/14/2015","105.61","104.42","105.61","104.42","1.14%"
"10/13/2015","104.42","102.50","104.42","102.50","1.88%"
"10/12/2015","102.49","106.22","106.22","102.49","-1.18%"
"10/09/2015","103.71","106.22","106.22","103.71","-3.36%"
"10/08/2015","107.32","110.24","110.24","107.32","-0.47%"
"10/07/2015","107.83","110.24","110.24","107.83","-2.20%"
"10/06/2015","110.25","126.60","126.60","110.25","-9.34%"
"10/05/2015","121.61","126.60","126.60","121.61","-4.30%"
"10/02/2015","127.08","127.10","127.10","127.08","0.00%"
"10/01/2015","127.08","127.10","127.10","127.08","5.90%"
"09/30/2015","120.00","127.10","127.10","120.00","-5.57%"
"09/29/2015","127.08","126.58","127.08","126.58","2.67%"
"09/28/2015","123.78","121.58","123.78","121.58","1.78%"
"09/25/2015","121.61","123.69","123.69","121.61","-1.67%"
"09/24/2015","123.68","120.78","123.68","120.78","2.40%"
"09/23/2015","120.78","121.27","121.27","120.78","-0.38%"
"09/22/2015","121.24","117.68","121.24","117.68","3.02%"
"09/21/2015","117.69","114.52","117.69","114.52","3.20%"
"09/18/2015","114.04","112.16","114.04","112.16","1.67%"
"09/17/2015","112.17","114.08","114.08","112.17","-1.68%"
"09/16/2015","114.09","115.29","115.29","114.09","-1.07%"
"09/15/2015","115.32","111.25","115.32","111.25","3.66%"
"09/14/2015","111.25","111.95","111.95","111.25","-1.24%"
"09/11/2015","112.65","109.95","112.65","109.95","2.46%"
"09/10/2015","109.95","108.04","109.95","108.04","1.76%"
"09/09/2015","108.05","111.16","111.16","108.05","-2.81%"
"09/08/2015","111.17","112.37","112.37","111.17","-0.44%"
"09/07/2015","111.66","112.37","112.37","111.66","-0.63%"
"09/04/2015","112.37","109.25","112.37","109.25","2.87%"
"09/03/2015","109.24","111.16","111.16","109.24","-1.73%"
"09/02/2015","111.16","111.67","111.67","111.16","-0.47%"
"09/01/2015","111.69","107.04","111.69","107.04","4.33%"
"08/31/2015","107.05","107.05","107.05","107.05","0.01%"
"08/28/2015","107.04","105.13","107.04","105.13","1.82%"
"08/27/2015","105.13","108.75","108.75","105.13","-3.32%"
"08/26/2015","108.74","108.05","108.74","108.05","0.61%"
"08/25/2015","108.08","109.23","109.23","108.08","-1.05%"
"08/24/2015","109.23","104.54","109.23","104.54","4.49%"
"08/21/2015","104.54","102.19","104.54","102.19","2.30%"
"08/20/2015","102.19","102.19","102.19","102.19","0.00%"
"08/19/2015","102.19","100.35","102.19","100.35","-0.17%"
"08/18/2015","102.36","101.02","102.36","101.02","1.33%"
"08/17/2015","101.02","101.02","101.02","101.02","0.00%"
"08/14/2015","101.02","101.52","101.52","101.02","-0.49%"
"08/13/2015","101.52","103.37","103.37","101.52","-1.78%"
"08/12/2015","103.36","102.19","103.36","102.19","1.14%"
"08/11/2015","102.19","99.85","102.19","99.85","2.34%"
"08/10/2015","99.85","100.52","100.52","99.85","-0.67%"
"08/07/2015","100.52","98.67","100.52","98.67","1.87%"
"08/06/2015","98.67","98.67","98.67","98.67","0.00%"
"08/05/2015","98.67","100.52","100.52","98.67","-1.84%"
"08/04/2015","100.52","99.35","100.52","99.35","1.18%"
"08/03/2015","99.35","99.35","99.35","99.35","0.00%"
"07/31/2015","99.35","99.35","99.35","99.35","0.00%"
"07/30/2015","99.35","98.00","99.35","98.00","1.38%"
"07/29/2015","98.00","98.67","98.67","98.00","-0.68%"
"07/28/2015","98.67","100.52","100.52","98.67","-1.84%"
"07/27/2015","100.52","96.32","100.52","96.32","4.36%"
"07/24/2015","96.32","96.32","96.32","96.32","0.00%"
"07/23/2015","96.32","97.00","97.00","96.32","-0.70%"
"07/22/2015","97.00","93.12","97.00","93.12","4.17%"
"07/21/2015","93.12","91.27","93.12","91.27","2.03%"
"07/20/2015","91.27","93.12","93.12","91.27","-2.00%"
"07/17/2015","93.13","95.83","95.83","93.13","-2.82%"
"07/16/2015","95.83","100.02","100.02","95.83","-4.19%"
"07/15/2015","100.02","100.02","100.02","100.02","0.00%"
"07/14/2015","100.02","100.69","100.69","100.02","-0.67%"
"07/13/2015","100.69","105.38","105.38","100.69","-4.46%"
"07/10/2015","105.39","113.56","113.56","105.39","-7.20%"
"07/09/2015","113.57","118.90","118.90","113.57","-4.48%"
"07/08/2015","118.90","118.89","118.90","118.89","0.03%"
"07/07/2015","118.87","117.91","118.87","117.91","0.83%"
"07/06/2015","117.89","113.06","117.89","113.06","4.28%"
"07/03/2015","113.05","111.89","113.05","111.89","1.03%"
"07/02/2015","111.90","111.90","111.90","111.90","0.00%"
"07/01/2015","111.90","113.07","113.07","111.90","-1.03%"
"06/30/2015","113.06","114.39","114.39","113.06","-1.15%"
"06/29/2015","114.37","103.54","114.37","103.54","10.46%"
"06/26/2015","103.54","104.88","104.88","103.54","-1.28%"
"06/25/2015","104.88","104.88","104.88","104.88","0.00%"
"06/24/2015","104.88","104.21","104.88","104.21","0.64%"
"06/23/2015","104.21","107.22","107.22","104.21","-2.82%"
"06/22/2015","107.23","117.03","117.03","107.23","-8.01%"
"06/19/2015","116.57","118.45","118.45","116.57","-1.58%"
"06/18/2015","118.44","116.07","118.44","116.07","2.04%"
"06/17/2015","116.07","114.20","116.07","114.20","1.64%"
"06/16/2015","114.20","113.51","114.20","113.51","0.61%"
"06/15/2015","113.51","107.57","113.51","107.57","3.71%"
"06/12/2015","109.45","107.57","109.45","107.57","1.74%"
"06/11/2015","107.58","108.27","108.27","107.58","-0.64%"
"06/10/2015","108.27","109.46","109.46","108.27","-1.10%"
"06/09/2015","109.47","110.14","110.14","109.47","-0.62%"
"06/08/2015","110.15","109.45","110.15","109.45","0.64%"
"06/05/2015","109.45","107.26","109.45","107.26","2.03%"
"06/04/2015","107.27","105.89","107.27","105.89","1.31%"
"06/03/2015","105.88","106.57","106.57","105.88","-0.68%"
"06/02/2015","106.60","108.44","108.44","106.60","-1.71%"
"06/01/2015","108.45","104.11","108.45","104.11","3.67%"
"05/29/2015","104.61","104.11","104.61","104.11","-0.16%"
"05/28/2015","104.78","104.11","104.78","104.11","0.64%"
"05/27/2015","104.11","107.94","107.94","104.11","-3.56%"
"05/26/2015","107.95","107.28","107.95","107.28","0.62%"
"05/25/2015","107.29","107.29","107.29","107.29","0.00%"
"05/22/2015","107.29","105.95","107.29","105.95","1.26%"
"05/21/2015","105.96","105.96","105.96","105.96","0.01%"
"05/20/2015","105.95","105.95","105.95","105.95","0.00%"
"05/19/2015","105.95","107.12","107.12","105.95","-1.09%"
"05/18/2015","107.12","104.29","107.12","104.29","2.71%"
"05/15/2015","104.29","102.95","104.29","102.95","1.30%"
"05/14/2015","102.95","102.95","102.95","102.95","0.00%"
"05/13/2015","102.95","98.94","102.95","98.94","0.00%"
"05/12/2015","102.95","98.94","102.95","98.94","4.05%"
"05/11/2015","98.94","99.44","99.44","98.94","1.89%"
"05/08/2015","97.10","99.44","99.44","97.10","-2.35%"
"05/07/2015","99.44","100.11","100.11","99.44","-0.67%"
"05/06/2015","100.11","97.94","100.11","97.94","2.92%"
"05/05/2015","97.27","94.27","97.27","94.27","3.19%"
"05/04/2015","94.26","94.26","94.26","94.26","0.00%"
"05/01/2015","94.26","94.26","94.26","94.26","0.00%"
"04/30/2015","94.26","95.02","95.02","94.26","-0.80%"
"04/29/2015","95.02","94.27","95.02","94.27","0.80%"
"04/28/2015","94.27","94.27","94.27","94.27","0.00%"
"04/27/2015","94.27","96.11","96.11","94.27","-1.91%"
"04/24/2015","96.11","94.10","96.11","94.10","2.15%"
"04/23/2015","94.09","99.76","99.76","94.09","-5.68%"
"04/22/2015","99.76","100.99","100.99","99.76","-1.22%"
"04/21/2015","100.99","100.49","100.99","100.49","0.50%"
"04/20/2015","100.49","96.80","100.49","96.80","0.00%"
"04/17/2015","100.49","96.80","100.49","96.80","3.81%"
"04/16/2015","96.80","91.89","96.80","91.89","5.34%"
"04/15/2015","91.89","91.39","91.89","91.39","0.55%"
"04/14/2015","91.39","88.69","91.39","88.69","3.03%"
"04/13/2015","88.70","88.70","88.70","88.70","0.00%"
"04/10/2015","88.70","89.93","89.93","88.70","-1.37%"
"04/09/2015","89.93","90.66","90.66","89.93","-0.81%"
"04/08/2015","90.66","89.93","90.66","89.93","0.81%"
"04/07/2015","89.93","91.89","91.89","89.93","-2.13%"
"04/06/2015","91.89","91.89","91.89","91.89","0.00%"
"04/03/2015","91.89","91.89","91.89","91.89","0.00%"
"04/02/2015","91.89","90.43","91.89","90.43","1.61%"
"04/01/2015","90.43","89.70","90.43","89.70","0.81%"
"03/31/2015","89.70","89.70","89.70","89.70","0.00%"
"03/30/2015","89.70","89.70","89.70","89.70","0.00%"
"03/27/2015","89.70","89.70","89.70","89.70","0.00%"
"03/26/2015","89.70","89.70","89.70","89.70","0.00%"
"03/25/2015","89.70","91.16","91.16","89.70","-1.60%"
"03/24/2015","91.16","87.03","91.16","87.03","6.55%"
"03/23/2015","85.56","83.92","85.56","83.92","3.32%"
"03/20/2015","82.81","83.92","83.92","82.81","-0.86%"
"03/19/2015","83.53","83.03","83.53","83.03","0.58%"
"03/18/2015","83.05","80.56","83.05","80.56","3.09%"
"03/17/2015","80.56","81.07","81.07","78.83","2.19%"
"03/16/2015","78.83","81.07","81.07","78.83","-2.75%"
"03/13/2015","81.06","81.06","81.06","81.06","-0.01%"
"03/12/2015","81.07","81.07","81.07","81.07","0.00%"
"03/11/2015","81.07","81.07","81.07","81.07","0.00%"
"03/10/2015","81.07","79.33","81.07","79.33","2.19%"
"03/09/2015","79.33","78.08","79.33","78.08","1.94%"
"03/06/2015","77.82","78.08","78.08","77.82","-0.33%"
"03/05/2015","78.08","79.69","79.69","78.08","-2.03%"
"03/04/2015","79.70","79.70","79.70","79.70","0.01%"
"03/03/2015","79.69","78.22","79.69","78.22","1.87%"
"03/02/2015","78.23","78.23","78.23","78.23","0.00%"
"02/27/2015","78.23","79.23","79.23","78.23","-1.27%"
"02/26/2015","79.24","80.34","80.34","79.24","-1.37%"
"02/25/2015","80.34","83.54","83.54","80.34","0.00%"
"02/24/2015","80.34","83.54","83.54","80.34","-2.39%"
"02/23/2015","82.31","83.54","83.54","82.31","-1.47%"
"02/20/2015","83.54","83.54","83.54","83.54","-0.01%"
"02/19/2015","83.55","84.04","84.04","83.55","-0.58%"
"02/18/2015","84.04","85.27","85.27","84.04","-1.45%"
"02/17/2015","85.28","84.27","85.28","84.27","1.20%"
"02/16/2015","84.27","83.18","84.27","83.18","1.32%"
"02/13/2015","83.17","84.78","84.78","83.17","-1.90%"
"02/12/2015","84.78","84.77","84.78","84.77","0.01%"
"02/11/2015","84.77","84.77","84.77","84.77","0.00%"
"02/10/2015","84.77","86.01","86.01","84.77","-1.43%"
"02/09/2015","86.00","82.07","86.00","82.07","4.78%"
"02/06/2015","82.08","83.81","83.81","82.08","-2.06%"
"02/05/2015","83.81","84.54","84.54","83.81","-0.86%"
"02/04/2015","84.54","85.28","85.28","84.54","-0.86%"
"02/03/2015","85.27","87.24","87.24","85.27","-2.27%"
"02/02/2015","87.25","87.25","87.25","87.25","4.39%"
"01/30/2015","83.58","85.78","85.78","83.58","-2.57%"
"01/29/2015","85.79","84.30","85.79","84.30","1.76%"
"01/28/2015","84.30","80.84","84.30","80.84","3.34%"
"01/27/2015","81.58","79.60","81.58","79.60","2.51%"
"01/26/2015","79.58","79.60","79.60","79.58","-0.05%"
"01/23/2015","79.62","83.07","83.07","79.62","-4.16%"
"01/22/2015","83.08","84.80","84.80","83.08","-2.01%"
"01/21/2015","84.78","86.04","86.04","84.78","-1.45%"
"01/20/2015","86.03","88.97","88.97","86.03","-3.30%"
"01/19/2015","88.97","88.70","88.97","88.70","0.29%"
"01/16/2015","88.71","87.97","88.71","87.97","0.84%"
"01/15/2015","87.97","86.52","87.97","86.52","2.54%"
"01/14/2015","85.79","86.52","86.52","85.79","0.00%"
"01/13/2015","85.79","86.52","86.52","85.79","-0.86%"
"01/12/2015","86.53","85.79","86.53","85.79","-0.83%"
"01/09/2015","87.25","85.79","87.25","85.79","1.70%"
"01/08/2015","85.79","87.75","87.75","85.79","-2.23%"
"01/07/2015","87.75","88.48","88.48","87.75","-0.84%"
"01/06/2015","88.49","87.25","88.49","87.25","1.42%"
"01/05/2015","87.25","85.30","87.25","85.30","3.18%"
"01/02/2015","84.56","86.52","86.52","84.56","-2.27%"
"01/01/2015","86.52","86.52","86.52","86.52","0.00%"
"12/31/2014","86.52","86.02","86.52","86.02","0.57%"
"12/30/2014","86.03","83.33","86.03","83.33","3.24%"
"12/29/2014","83.33","81.37","83.33","81.37","2.41%"
"12/26/2014","81.37","81.37","81.37","81.37","0.00%"
"12/25/2014","81.37","81.37","81.37","81.37","0.00%"
"12/24/2014","81.37","81.37","81.37","81.37","0.00%"
"12/23/2014","81.37","80.88","81.37","80.88","0.61%"
"12/22/2014","80.88","84.50","84.50","80.88","-1.92%"
"12/19/2014","82.46","84.50","84.50","82.46","-1.42%"
"12/18/2014","83.65","84.50","84.50","83.65","-1.01%"
"12/17/2014","84.50","85.24","85.24","84.50","-0.88%"
"12/16/2014","85.25","83.79","85.25","83.79","1.75%"
"12/15/2014","83.78","82.32","83.78","82.32","1.77%"
"12/12/2014","82.32","79.64","82.32","79.64","4.32%"
"12/11/2014","78.91","78.43","78.91","78.43","0.60%"
"12/10/2014","78.44","76.73","78.44","76.73","2.22%"
"12/09/2014","76.74","74.29","76.74","74.29","3.27%"
"12/08/2014","74.31","73.54","74.31","73.54","1.05%"
"12/05/2014","73.54","75.50","75.50","73.54","-2.61%"
"12/04/2014","75.51","76.73","76.73","75.51","-1.59%"
"12/03/2014","76.73","76.73","76.73","76.73","-4.78%"
"12/02/2014","80.58","77.45","80.58","77.45","4.03%"
"12/01/2014","77.46","77.46","77.46","77.46","0.00%"
"11/28/2014","77.46","77.46","77.46","77.46","-0.01%"
"11/27/2014","77.47","81.61","81.61","77.47","-5.07%"
"11/26/2014","81.61","81.61","81.61","81.61","0.00%"
"11/25/2014","81.61","81.83","81.83","81.61","-0.28%"
"11/24/2014","81.84","84.76","84.76","81.84","-1.76%"
"11/21/2014","83.31","84.76","84.76","83.31","-1.71%"
"11/20/2014","84.76","84.76","84.76","84.76","0.00%"
"11/19/2014","84.76","84.03","84.76","84.03","0.87%"
"11/18/2014","84.03","84.03","84.03","84.03","0.00%"
"11/17/2014","84.03","84.03","84.03","84.03","0.00%"
"11/14/2014","84.03","82.81","84.03","82.81","1.47%"
"11/13/2014","82.81","83.55","83.55","82.81","-0.90%"
"11/12/2014","83.56","83.54","83.56","83.54","0.02%"
"11/11/2014","83.54","83.54","83.54","83.54","-0.01%"
"11/10/2014","83.55","83.55","83.55","83.55","-0.87%"
"11/07/2014","84.28","84.28","84.28","84.28","0.00%"
"11/06/2014","84.28","85.01","85.01","84.28","0.00%"
"11/05/2014","84.28","85.00","85.01","84.28","-0.85%"
"11/04/2014","85.00","85.00","85.00","85.00","0.00%"
"11/03/2014","85.00","85.00","85.00","85.00","0.00%"
"10/31/2014","85.00","85.00","85.00","85.00","-2.24%"
"10/30/2014","86.95","85.73","86.95","85.73","1.41%"
"10/29/2014","85.74","85.00","85.74","85.00","0.87%"
"10/28/2014","85.00","85.00","85.00","85.00","0.01%"
"10/27/2014","84.99","84.99","84.99","84.99","0.28%"
"10/24/2014","84.75","84.75","84.75","84.75","-1.69%"
"10/23/2014","86.21","86.21","86.21","86.21","-0.57%"
"10/22/2014","86.70","86.70","86.70","86.70","-1.37%"
"10/21/2014","87.90","87.90","87.90","87.90","-5.26%"
"10/20/2014","92.78","92.78","92.78","92.78","1.61%"
"10/17/2014","91.31","91.31","91.31","91.31","-3.84%"
"10/16/2014","94.96","94.96","94.96","94.96","4.25%"
"10/15/2014","91.09","91.09","91.09","91.09","3.59%"
"10/14/2014","87.93","87.93","87.93","87.93","-1.61%"
"10/13/2014","89.37","89.37","89.37","89.37","0.00%"
"10/10/2014","89.37","89.37","89.37","89.37","1.37%"
"10/09/2014","88.16","88.16","88.16","88.16","2.26%"
"10/08/2014","86.21","86.21","86.21","86.21","0.85%"
"10/07/2014","85.48","85.48","85.48","85.48","4.69%"
"10/06/2014","81.65","81.65","81.65","81.65","-3.44%"
"10/03/2014","84.56","84.56","84.56","84.56","-3.34%"
"10/02/2014","87.48","87.48","87.48","87.48","7.04%"
"09/19/2014","81.73","81.73","81.73","81.73","-0.55%"
"09/18/2014","82.18","82.18","82.18","82.18","-0.02%"
"09/17/2014","82.20","82.20","82.20","82.20","-1.49%"
"09/16/2014","83.44","83.44","83.44","83.44","1.50%"
"09/15/2014","82.21","82.21","82.21","82.21","4.90%"
"09/12/2014","78.37","78.37","78.37","78.37","-3.78%"
"09/11/2014","81.45","81.45","81.45","81.45","-0.91%"
"09/10/2014","82.20","82.20","82.20","82.20","0.02%"
"09/09/2014","82.18","82.18","82.18","82.18","1.52%"
"09/08/2014","80.95","80.95","80.95","80.95","1.19%"
"09/05/2014","80.00","80.00","80.00","80.00","-1.19%"
"09/04/2014","80.96","80.96","80.96","80.96","-0.91%"
"09/03/2014","81.70","81.70","81.70","81.70","-0.58%"
"09/02/2014","82.18","82.18","82.18","82.18","-2.95%"
"09/01/2014","84.68","84.68","84.68","84.68","-0.56%"
"08/29/2014","85.16","85.16","85.16","85.16","0.58%"
"08/28/2014","84.67","84.67","84.67","84.67","1.47%"
"08/27/2014","83.44","83.44","83.44","83.44","0.01%"
"08/26/2014","83.43","83.43","83.43","83.43","-4.80%"
"08/25/2014","87.64","87.64","87.64","87.64","0.00%"
"08/22/2014","87.64","87.64","87.64","87.64","0.55%"
"08/21/2014","87.16","87.16","87.16","87.16","-0.88%"
"08/20/2014","87.93","87.93","87.93","87.93","0.01%"
"08/19/2014","87.92","87.92","87.92","87.92","-1.38%"
"08/18/2014","89.15","89.15","89.15","89.15","-1.91%"
"08/15/2014","90.89","90.89","90.89","90.89","0.30%"
"08/14/2014","90.62","90.62","90.62","90.62","-4.22%"
"08/13/2014","94.61","94.61","94.61","94.61","-2.06%"
"08/12/2014","96.60","96.60","96.60","96.60","0.79%"
"08/11/2014","95.84","95.84","95.84","95.84","-2.25%"
"08/08/2014","98.05","98.05","98.05","98.05","-1.52%"
"08/07/2014","99.56","99.56","99.56","99.56","4.40%"
"08/06/2014","95.36","95.36","95.36","95.36","1.61%"
"08/05/2014","93.85","93.85","93.85","93.85","-2.85%"
"08/04/2014","96.60","96.60","96.60","96.60","-0.99%"
"08/01/2014","97.57","97.57","97.57","97.57","1.81%"
"07/31/2014","95.84","95.84","95.84","95.84","6.18%"
"07/30/2014","90.26","90.26","90.26","90.26","-0.14%"
"07/29/2014","90.39","90.39","90.39","90.39","0.84%"
"07/28/2014","89.64","89.64","89.64","89.64","-0.54%"
"07/25/2014","90.13","90.13","90.13","90.13","0.86%"
"07/24/2014","89.36","89.36","89.36","89.36","0.84%"
"07/23/2014","88.62","88.62","88.62","88.62","-0.83%"
"07/22/2014","89.36","89.36","89.36","89.36","-1.38%"
"07/21/2014","90.61","90.61","90.61","90.61","-0.01%"
"07/18/2014","90.62","90.62","90.62","90.62","-0.82%"
"07/17/2014","91.37","91.37","91.37","91.37","1.69%"
"07/16/2014","89.85","89.85","89.85","89.85","-2.18%"
"07/15/2014","91.85","91.85","91.85","91.85","1.67%"
"07/14/2014","90.34","90.34","90.34","90.34","-0.83%"
"07/11/2014","91.10","91.10","91.10","91.10","0.00%"
"07/10/2014","91.10","91.10","91.10","91.10","2.81%"
"07/09/2014","88.61","88.61","88.61","88.61","0.54%"
"07/08/2014","88.13","88.13","88.13","88.13","2.33%"
"07/07/2014","86.12","86.12","86.12","86.12","0.87%"
"07/04/2014","85.38","85.38","85.38","85.38","0.02%"
"07/03/2014","85.36","85.36","85.36","85.36","-3.37%"
"07/02/2014","88.34","88.34","88.34","88.34","0.74%"
"07/01/2014","87.69","87.69","87.69","87.69","-3.76%"
"06/30/2014","91.12","91.12","91.12","91.12","1.91%"
"06/27/2014","89.41","89.41","89.41","89.41","2.23%"
"06/26/2014","87.46","87.46","87.46","87.46","2.86%"
"06/25/2014","85.03","85.03","85.03","85.03","2.68%"
"06/24/2014","82.81","82.81","82.81","82.81","-0.02%"
"06/23/2014","82.83","82.83","82.83","82.83","0.05%"
"06/20/2014","82.79","82.79","82.79","82.79","2.58%"
"06/19/2014","80.71","80.71","80.71","80.71","-3.55%"
"06/18/2014","83.68","83.68","83.68","83.68","0.94%"
"06/17/2014","82.90","82.90","82.90","82.90","-4.02%"
"06/16/2014","86.37","86.37","86.37","86.37","1.15%"
"06/13/2014","85.39","85.39","85.39","85.39","2.35%"
"06/12/2014","83.43","83.43","83.43","83.43","0.00%"
"06/11/2014","83.43","83.43","83.43","83.43","0.00%"
"06/10/2014","83.43","83.43","83.43","83.43","1.16%"
"06/09/2014","82.47","82.47","82.47","82.47","-4.52%"
"06/06/2014","86.37","86.37","86.37","86.37","-6.33%"
"06/05/2014","92.21","92.21","92.21","92.21","-3.07%"
"06/04/2014","95.13","95.13","95.13","95.13","0.01%"
"06/03/2014","95.12","95.12","95.12","95.12","0.00%"
"06/02/2014","95.12","95.12","95.12","95.12","0.00%"
"05/30/2014","95.12","95.12","95.12","95.12","0.00%"
"05/29/2014","95.12","95.12","95.12","95.12","0.00%"
"05/28/2014","95.12","95.12","95.12","95.12","-1.01%"
"05/27/2014","96.09","96.09","96.09","96.09","-2.96%"
"05/26/2014","99.02","99.02","99.02","99.02","0.00%"
"05/23/2014","99.02","99.02","99.02","99.02","-0.97%"
"05/22/2014","99.99","99.99","99.99","99.99","0.00%"
"05/21/2014","99.99","99.99","99.99","99.99","0.00%"
"05/20/2014","99.99","99.99","99.99","99.99","3.01%"
"05/19/2014","97.07","97.07","97.07","97.07","1.01%"
"05/16/2014","96.10","96.10","96.10","96.10","0.00%"
"05/15/2014","96.10","96.10","96.10","96.10","7.64%"
"05/14/2014","89.28","89.28","89.28","89.28","0.02%"
"05/13/2014","89.26","89.26","89.26","89.26","-3.18%"
"05/12/2014","92.19","92.19","92.19","92.19","-2.20%"
"05/09/2014","94.26","94.26","94.26","94.26","2.25%"
"05/08/2014","92.19","92.19","92.19","92.19","-4.18%"
"05/07/2014","96.21","96.21","96.21","96.21","-0.51%"
"05/06/2014","96.70","96.70","96.70","96.70","0.00%"
"05/05/2014","96.70","96.70","96.70","96.70","0.00%"
"05/02/2014","96.70","96.70","96.70","96.70","-1.28%"
"05/01/2014","97.95","97.95","97.95","97.95","-1.75%"
"04/30/2014","99.69","99.69","99.69","99.69","-1.98%"
"04/29/2014","101.70","101.70","101.70","101.70","-1.94%"
"04/28/2014","103.71","103.71","103.71","103.71","-0.72%"
"04/25/2014","104.46","104.46","104.46","104.46","4.19%"
"04/24/2014","100.26","100.26","100.26","100.26","1.24%"
"04/23/2014","99.03","99.03","99.03","99.03","0.00%"
"04/22/2014","99.03","99.03","99.03","99.03","-1.23%"
"04/21/2014","100.26","100.26","100.26","100.26","0.00%"
"04/18/2014","100.26","100.26","100.26","100.26","0.00%"
"04/17/2014","100.26","100.26","100.26","100.26","0.00%"
"04/16/2014","100.26","100.26","100.26","100.26","0.49%"
"04/15/2014","99.77","99.77","99.77","99.77","0.75%"
"04/14/2014","99.03","99.03","99.03","99.03","0.00%"
"04/11/2014","99.03","99.03","99.03","99.03","1.01%"
"04/10/2014","98.04","98.04","98.04","98.04","0.01%"
